review,page,scraped_at
"nyobain moisturizer yang lagi viral â¦â¦â¦â¦tadinya sempat pesimis dengan yang viral viral karena biasanya kadang sesuai kadang tidak sesuai, biasanya pengalaman aku begitu kalau nyoba yang viral dengan yang nyari sendiri suka cocok cocokanâ¦.,eh tapi ini beneran seenak itu pas dicoba kulit jadi lebih hinyai ð",115,2025-07-02T23:13:35.986916
"Skintific 5X Ceramide barrier Moisture gel Paling cocok untuk kulitku yang sensitif,sehingga skin barrier ku mulai membaik,harga nya juga sangat worth it,jadi sangat recommended untuk kalangan remaja seluruh dunia.",115,2025-07-02T23:13:35.986933
"Telat bgt ya baru coba moisturizer viral ini. Pantes sih ini viral krn bnrn sebagusss itu.Teksturnya gel thick, gampang diblend, ada wanginya sedikit, cepat meresapnya, dewy finish, lembab nya poll tp ga bikin gerah. Bagus bgt buat jd primer sblm makeup-an.Â  Bantu redain redness juga. Best bgt lah pkknya masuk ke list moisturizer favorite",115,2025-07-02T23:13:35.986961
Karena aku bocahnya fomo ð #maap,115,2025-07-02T23:13:35.986972
"Pas banget waktu itu kulit aku super kering sampai merah merah di sekitaran pipi. Lumayan mengganggu aktivitas karena panas dan suka garuk gitu tanpa sadar ð­ðð». Lumayan terbantu juga pakai produk ini, sensasinya dingin dan bikin kulit jadi lebih lembab. Beberapa hari setelah apply produk ini ke wajah jadi lebih lembab dan gak merah merah lagi ð. Aku repurchase terus dan nyetok banyak wkwkwk.",115,2025-07-02T23:13:35.986976
"everybody knows lah ya seberapa bagus produk ini sampe viral. beneran bagus di kulitku, very hydrating dan bikin wajah plump. teksturnya gel putih ringan pas diratain di wajah gampang bgt langsung meresap dan ada cooling sensationnya gitu. sering banget diskon tp menurutku mouist ini masih cukup priceyððð» tp worth the price bgt kokðð»",116,2025-07-02T23:13:38.765000
"aku pake skintific udah hampir 2 tahun, waktu itu di rekomendasikan sama teman ku, gara-gara dulu aku tuh banyak bekas jerawat gara-gara obat dokter. setrlah ku berhenti dari obat dokter sejak smp banyak bgt jerawatnya, jadi aku disuruh coba skintific. bagus banget",116,2025-07-02T23:13:38.765028
"Very worth to buy.. salah satu produk yg akan aku re-purchase terus.. Suka bgt sama teksturnya, awet banget sampe 2 bln hehe.. efeknya ke kulit wajahku jg jadi ga kusam.. harga jg oke, apalagi kalo dapet promoan di marketplace.. thanks skintific ð¥°â¤ï¸",116,2025-07-02T23:13:38.765042
"Super duper suka sama teksturnya. Pakai ini pas lagi hype2nya, ternyata cocokkk. Mungkin ini udah jar ke 5 kayaknya deh. Langsung menyerap dengan baik, jadi base makeup juga ga crack. Cuma 1 sih kelemahannya, a little bit pricey for me. But overall good!! ð¥°",116,2025-07-02T23:13:38.765053
"Moisturizer ini cocoknya untuk kulit berminyak, kalo untuk kulit kering kurang lembab. Aku masukkin kulkas, biar seger haha tapi meskipun aku kulit berminyak, aku ngerasa kurang terlalu lembab yah. Jadi cuma purchase sekali aja, karena gak terlalu keliatan lembabnya",116,2025-07-02T23:13:38.765063
Moisturizer pertama yang buat calming di kulit. Kesannya calming tapi kulit kering ku juga sering kelupas. Buat kulit ku yang jerawat bruntusan emang susah buat hilangin nya cuma ya gitu buat jerawat kalem aja,116,2025-07-02T23:13:38.765074
"Moisturizer dengan ceramide yang menjaga skin barrier, mudah menyerap ke kulit, buat kulit bruntusan jadi halus setelah pemakaian hampir dua minggu. Tapi sayang banget menurutku isinya terlalu sedikit untuk packaging yang terlihat besar.",116,2025-07-02T23:13:38.765083
"baguss bangeeeettt, very moisturizing and help repairing my skin barrier. kulit jadi mulus dan sehat bangeett cocok banget buat di kulitku yang dry ngelembapinnya okee bangeet. pasti akan repurchase sihh",116,2025-07-02T23:13:38.765093
"ga tau kenapa, orang orang cocok banget ya sm moisturizer viral ini. sedangkan gw engga. kmrn jg pernah pake moisturizer originote jg ga cocok jg. kulit jd kemerahan, muncul jerawat. pas aku cek, dua duanya itu kandungannya hyalluron sm ceramide. kayanya fix gw ga cocok ceramide. biasa si yang enak yang kaya panthenol, witch hazel, atau tea tree.",116,2025-07-02T23:13:38.765103
"ktnya ini cocok buat kulit kering tpi di mukaku yg oily ini bagus kok, bikin mukaku mulush plumpy bgt kek pantat bayi trs jdi gk gampang jerawatan mana baunya enak bgt lahi dan teksturnya tuh enak polll gampang dibland di muka dan cepet bgt nyerepnyað",116,2025-07-02T23:13:38.765113
"Ini adalah moisturizer pertamaku yang aku langsung cocok dan suka banget sama produk ini! bikin lembab, makeup makin nempel dan tahan lama, sangat mengurangi beruntusan dan memperbaiki tekstur kulit, cocok banget buat yang barusan lepas krim dokter. love banget sama moist skintific ini",117,2025-07-02T23:13:41.601941
"Beneran bikin lembab, plump, halus, cantik banget deh berasa nya. Texture nya enak banget, gampang menyerap, pokoknya cinta banget. Sayangnya, lumayan pricy menurutku krn texture gel jadi cepat banget habis. Jadi wondering, ada cheaper alternatives gak ya?",117,2025-07-02T23:13:41.601973
"sukaa banget sama skintific ceramide moisture ini, teskturnya gel tapi ngga lengket sama sekali, dan melembabkan banget. kulitku jadi makin halus setelah pakai moisture skintific ini. cocok banget buat kulit yang sensitif sekaligus dan pastinya aman buat bumil busui. buruan cobain!!!! gak nyesel asliiii",117,2025-07-02T23:13:41.601989
"moistyrizer skintific yg biru ini nenangin banget di muka. bikin jadi lebih kenyal dan lembab. meskipun agak pricey tapi ini worth it banget buat dicoba. Jadi tak perlu khawatir lagi ya, produk ini cocok untuk kamu yang memiliki kulit kering, sensitif, atau mengalami masalah skin barrier",117,2025-07-02T23:13:41.602015
"ini produk bertekstur gel yang cocok buat skin type apapun. diwajahku yg acne prone juga masih cocok. di kulit berminyak juga masih aman aja, karena di teksturnya gel gitu. untuk harga menurut saya masih tergolong mahal yaa, karena teksturnya gel jadinya dia bakal cepet habis",117,2025-07-02T23:13:41.602026
"Beneran ini produk favorit aku dari tahun 2021 awalnya coba coba dan ternyata produknya sebagus itu,bikin kulit menjadi sehat,kencang dan menghilangkan noda hitam dalam sekejap dan untuk tekstur nya ringan ga bikin wajah berminyak cocok bgt buat kulit berminyk",117,2025-07-02T23:13:41.602037
"Dulu waktu skintific pertama kali ngeluarin produk mouisturizer ini aku langsung tertarik untuk coba, lalu ternyata cocok dikulit aku yang dulu awalnya kusam sekarang jadi lebih cerah . Sampe temen temen aku tanya skincare yang aku pakai , lalu aku rekomin produk ini ke temen aku akhirnya cocok dong mereka sampe sekarang",117,2025-07-02T23:13:41.602047
"Awalnya penasaran banget sama produk Skintific Ceramide ini. Tapi ternyata kurang cocok sama kulitku yg kering. Moisturizernya kurang lembab buat kulit kering, tapi bakal cocok buat yang kulitnya berminyak / kombinasi. Selain itu, ga ada efek buruk..",117,2025-07-02T23:13:41.602056
setelah banyak munncul iklan dari skintific aku mulai cari tau tentang produk ini dan review dari orang-orang sangat baik apalagi untuk kulit yang sensitif dan berjerawat. setelah memilih milih produk yang cocok sama kulitku akhirnya aku memilih moist skintific ini,117,2025-07-02T23:13:41.602066
"sangat cocok untuk kulit kering, sangat melembabkan, tidak bikin iritasi, banyak variasinya, kulit lebih bersih, bersinar, calming, untuk kulitt saya jadii lebih cerah setelah menggunakan product dari skintifict ini, sudah beli berkali kali",117,2025-07-02T23:13:41.602076
"produk ini all in one buat mukaku, muka menjadi lebih glow dan gak gampang breakout gara-gara produk bim salabim ini, jujur awal make produk ini sempat gak percaya karena lama banget ngaruhnya di kulitku ternyata lama kelamaan kulit ini kog makin halus dan gak gampang jerawatan",118,2025-07-02T23:13:44.588855
"Cinta banget sama moisturizer dari skintific yang 5x ceramide barrier ini. Cocok banget buat aku yang punya kulit kering sekaligus buat repair skin barrier aku yang rusak. Pernah pake waktu berutusan dan jerawatan, dalam 3 hari udah ilang. Mantep bangetðð»",118,2025-07-02T23:13:44.588881
"Gelnya tidak terasa berat di wajah, mudah diratakan, dan feel lembabnya terasa melapisi kulit semacam memberi lapisan pada skin barrier, namun tetap ringan & tanpa rasa lengket. Walaupun gelnya tidak langsung meresap ke kulit setelah diaplikasikan, ini menjadi penanda kalau gelnya lebih memberikan kelembapan yang tahan lama di wajah.",118,2025-07-02T23:13:44.588895
moisturizer yang paling cocok untuk memperbaiki skim barrier yang rusak. texture wajah termasuk yang berminyak dan berjerawat dan juga sensitive. moisturizer ini juga bisa melembabkan kulit wajah yang kering. karena mengandung 5x ceramide,118,2025-07-02T23:13:44.588907
"musturazer yang cocok banget buat muka berjerawat dan sensitif kayak kulit aku. kakak aku berjerawat juga pakai dan sekarang sudah lumayan jerawatnya. kulit jadi lebih seger dan adem setelah pakai, bakalan terus beli dan dan pakai terus produk ini",118,2025-07-02T23:13:44.588918
"pertama kali beli ini karena keracunan dari review review orang di tiktok cuman setelah aku pakai kurang cocok, di kukit aku malah kurang melembabkan dan malah banyak jerawat yang timbul namun di kulit mamaku jadinya bagus dan sangat melembabkan",118,2025-07-02T23:13:44.588928
"top tier moisturizer ku sejauh ini. walau agak pricey dan cepet abis, tapi worth it dan cocok buat kulit kering, karena ngelembabin banget. kulit juga jadi lebih halus, lebih cerah, dan kenyal. memudarkan noda hitam bekas jerawat juga. teksturnya watery favoritku banget.",118,2025-07-02T23:13:44.588938
"Aroma nya seger, teksturnya gel tapi langsung watery ketika di apply ke wajah. Agak lama meresap, cukup melembabkan ketika udah di apply, cocok banget buat yang kulitnya kering. Bagus untuk memperkuat dan memperbaiki skin barrier yang rusak.",118,2025-07-02T23:13:44.588947
"Ih parah ini moizturaizer ter mantulity yang pernah ku pakai, untuk memperbaiki skin barier bagus banget bisa ngelembabin banget, mukaku dari geradakan alhamdulillah bisa better dengan pemakaian hampir 6 bulan ini bagus banget worth to buy",118,2025-07-02T23:13:44.588957
"sebagai pemilik skin type oily acne prone produk ini sangat cocokk dan sangat aman banget dipakenya, melembabkan dan menjaga skin barrier, gak bikin becek juga. harga lumayan ya untuk ukuran 30 gr tapi sangat worth to buy boleh dicoba jugaaa",118,2025-07-02T23:13:44.588966
skintific moisturizer 5X Ceramide sangat bagus dapat membuat skin barrier lebih membaik dan dapat untuk memudarkan bekas jerawat dan kemerahan memudar dan juga dapat membuat kulih sangat lebih cerah. dapat membuat komedo lebih berkurang.,119,2025-07-02T23:13:47.572628
ini bagus sih moisturizernya dia ngasi efek melembabkannya oke & sebenernya dia punya fungsi buat memperbaiki skin barrier kan. waktu pake aku ngerasa dia cocok aja di tipe kulitku yang kering ini overall bagus lah buat yg nyari moisturizer ini recommend sih,119,2025-07-02T23:13:47.572667
"udah pali produk nya kurang lebih sebulanan, hasilnya memuaskan... buat aku yang pecinta skincare cocok buat aku dikulit yang kombinasi dan sensitive. baru pertama kali coba dan menurutku enak dipakai. rekomended bangt buat yang mau belajr skincare",119,2025-07-02T23:13:47.572686
"skintific ini worth it si harusnya, karena dia bagus di kulit aku melembabkan juga tapi karena ada duplicate nya yang menurutku limayan mirip dengan harga lebih murah jadi aku bergeser ke yang sebelah, so sorry skintific, tapi buat kalian yg kulitnya kering ini recomended sih",119,2025-07-02T23:13:47.572701
"moisturizer skintific paling bagus banget buat melembabkan wajah, jadi makin mulus dan bisa memperbaikin skin barrier wajah, walaupun harganya lumayan tapi worth it dengan benefit yang sebanyak itu, apalagi cocok untuk semua jenis kulitð",119,2025-07-02T23:13:47.572715
"Moisturizer Ter the best akuu recommended parah sih ini, suka banget dengan kandungan dari moist ini dalam pemakaian beberapa bulan terlihat banget perubahannya wajah jadi cerah ga gampang breakout dan kusam, kalau pun ada merahÂ² di wajah dipakaikan ini besoknya langsung hilang always repurchase this product",119,2025-07-02T23:13:47.572729
"beli karena viral, tp maaf mungkin orang lain cocok tapi di aku nggak, semingguan pakai sempet berjerawat, kupikir itu purging tapi kok sampai jerawat batu. memang enak di muka dingin gitu, tapi aku nggak lanjut bahkan nggak aku habisin. sorry tapi aku repurchase sih tidak.",119,2025-07-02T23:13:47.572741
"awalnya iseng coba karena lagi rame ehh ternyata waktu coba pertama kali langsung cocok dong dikulit aku, dipake sehari - hari juga ringan apalagi di pake pas make up juga aman banget ngelembapin kulit aku tapi ga bikin berminyak banget pokoknya luv",119,2025-07-02T23:13:47.572754
"game changer pas kulit lagi breakout dan merah2. aku udah repurchase berkali kali karena sukaaa bgtt. teksturnya ringan dan mudah meresap ke kulit bikin kulit lembab dan supeerrr calming tanpa ada rasa lengket, cocok game changer pas kulit lagi breakout dan merah2. aku udah repurchase berkali kali karena sukaaa bgtt. teksturnya ringan dan mudah meresap ke kulit bikin kulit lembab dan supeerrr calming tanpa ada rasa lengket, cocok buat si oily-combi",119,2025-07-02T23:13:47.572767
"salah satu produk yang aku kenalin ke temen dan keluarga. texturenya gel tapi waktu diaplikasiin kemuka meleleh gitu terus nggak lengket sama sekali, terus baunya juga wangi. untuk hasil diwajah, wajah jadi lebih cerah dan halus juga terhidrasi",119,2025-07-02T23:13:47.572780
"awal pakai ini juga karena penasaran, akhirnya beli dan coba eh keterusan. bener-bener moist yang enak, nyaman dan ringat, pastinya bikin wajahku terlihat cerah, sehat dan kenyal. wajib re purche sii karna haganya sangat worth it dengan hasilnya",120,2025-07-02T23:13:51.768283
"Ini satu satunya moisturizer yang gak lengket di wajah aku. Dari dulu sering gonta ganti moisturizer soalnya lengket. Tapi ini enak bangettt. Warnanya putih emang, tapi pas di apply dia gampang nge set di wajah. Baunya juga gak aneh andh banget",120,2025-07-02T23:13:51.768310
"Salah satu produk moisturizer terbaik yang pernah aku coba. Cocok banget untuk melembabkan kulit dan menjaga tetap hydrating. Pakai pagi dan malam hari, bakal terasa efek di kulit lebih mois dan kencang. Thanks skintific sudah rilis ini",120,2025-07-02T23:13:51.768325
"Awal launching produk ini bener-bener booming, akhirnya kepo, jadi nyobain plus ketagihan. Dari packagingnya kayak gede penuh, ternyata cuma berapa gram doang. Jadi ya beli-beli terus sampek ada 5 jar mungkin. Gak taunya ternyata ada versi gedenya ð",120,2025-07-02T23:13:51.768338
"Ini Moisturizer pertama aku & langsung cocokâ¤ï¸, Aku udah abis 5jar pake ini. Kulit aku berjerawat aku cocok banget sama yg biru ini, skin barrier membaik, jerawat berkurang",120,2025-07-02T23:13:51.768351
.,120,2025-07-02T23:13:51.768355
.,120,2025-07-02T23:13:51.768358
"Ini lebih bagus dipakenya malam hari, karna iklim indonesia ini tropis ya jd klo kena panas buat aku agak berminyak",120,2025-07-02T23:13:51.768361
"Moisturizer yang cocok untuk memperbaiki skin barier, dapat membantu mengecilkan pori-pori, mengurangi minyak yang berlebihan, meratakah warna kulit, mencerahkan dan meningkatkan kekuatan skin barier. Menghilangkan bekas jerawat dan bertekstur ringan.",120,2025-07-02T23:13:51.768373
"Mosturizer yang melembabkan seharian dan membantu memperbaiki skin barierku, pelembabnya ringan dan mudah menyerap sekali di wajahku yang normal, rekom banget buat dipake sebelum make up bisa bikin makeup awet tahan seharian, pokonya the best bangetttt",120,2025-07-02T23:13:51.768384
"Dia bagus banget buat ngembalikan skin barrier yang rusak, selain itu nyerep banget di kulit. Awalnya kan coba coba karena bangus banget jadi sering beli dan ketagihan. Sering banget nyetok juga sekaliam beli banyak gitu. Lalu teksturnya nyaman bangey di kulit",120,2025-07-02T23:13:51.768395
